query,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Nsp15,GO_Biological_Process_2023,Proteolysis Involved In Protein Catabolic Process (GO:0051603),1/78,0.0116548977410568,0.0206181411081528,0,0,129.35064935064935,575.8728136672166,RNF41
Nsp15,GO_Biological_Process_2023,Positive Regulation Of Protein Polymerization (GO:0032273),1/70,0.0104637089013925,0.0206181411081528,0,0,144.40579710144928,658.467662524263,ARF6
Nsp15,GO_Biological_Process_2023,Positive Regulation Of Cytoskeleton Organization (GO:0051495),1/79,0.0118037291244741,0.0206181411081528,0,0,127.68589743589745,566.841082547516,ARF6
Nsp15,GO_Biological_Process_2023,Positive Regulation Of Catabolic Process (GO:0009896),1/79,0.0118037291244741,0.0206181411081528,0,0,127.68589743589745,566.841082547516,RNF41
Nsp15,GO_Biological_Process_2023,Regulation Of Protein Localization To Plasma Membrane (GO:1903076),1/80,0.0119525455699436,0.0206181411081528,0,0,126.0632911392405,558.058364527147,ARF6
Nsp15,GO_Biological_Process_2023,Positive Regulation Of Protein Secretion (GO:0050714),1/76,0.0113571901659932,0.0206181411081528,0,0,132.81333333333333,594.7253885716618,ARF6
Nsp15,GO_Biological_Process_2023,Extrinsic Apoptotic Signaling Pathway (GO:0097191),1/67,0.0100167665600722,0.0206181411081528,0,0,150.99242424242425,695.0928600722876,RNF41
Nsp15,GO_Biological_Process_2023,Protein Import Into Nucleus (GO:0006606),1/79,0.0118037291244741,0.0206181411081528,0,0,127.68589743589745,566.841082547516,NUTF2
Nsp15,GO_Biological_Process_2023,Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377),1/56,0.0083768271762176,0.0206181411081528,0,0,181.29090909090908,866.9849864024002,RNF41
Nsp15,GO_Biological_Process_2023,Regulation Of Rac Protein Signal Transduction (GO:0035020),1/15,0.002248385285759,0.0206181411081528,0,0,713.6785714285714,4351.685756891909,ARF6
Nsp15,GO_Biological_Process_2023,Regulation Of Keratinocyte Migration (GO:0051547),1/11,0.0016491427308511,0.0206181411081528,0,0,999.35,6403.334808352065,ARF6
Nsp15,GO_Biological_Process_2023,Protein Localization To Nuclear Envelope (GO:0090435),1/9,0.0013494318923464,0.0206181411081528,0,0,1249.3125,8255.5464452602,NUTF2
Nsp15,GO_Biological_Process_2023,Positive Regulation Of Keratinocyte Migration (GO:0051549),1/9,0.0013494318923464,0.0206181411081528,0,0,1249.3125,8255.5464452602,ARF6
Nsp15,GO_Biological_Process_2023,Intracellular Protein Transport (GO:0006886),2/325,0.0007812659338983235,0.0206181411081528,0,0,121.82043343653253,871.5758593009986,NUTF2;ARF6
Nsp15,GO_Biological_Process_2023,Endocytic Recycling (GO:0032456),1/64,0.0095696897244791,0.0206181411081528,0,0,158.20634920634922,735.5257596653158,ARF6
Nsp15,GO_Biological_Process_2023,Ruffle Organization (GO:0031529),1/16,0.0023981585785517,0.0206181411081528,0,0,666.0666666666667,4018.4162309154817,ARF6
Nsp15,GO_Biological_Process_2023,Positive Regulation Of Cell-Substrate Junction Organization (GO:0150117),1/23,0.0034461530563075,0.0206181411081528,0,0,453.97727272727275,2574.27663877793,ARF6
Nsp15,GO_Biological_Process_2023,Negative Regulation Of Receptor-Mediated Endocytosis (GO:0048261),1/26,0.003895069234369,0.0206181411081528,0,0,399.44,2216.1106253087632,ARF6
Nsp15,GO_Biological_Process_2023,Protein Export From Nucleus (GO:0006611),1/26,0.003895069234369,0.0206181411081528,0,0,399.44,2216.1106253087632,NUTF2
Nsp15,GO_Biological_Process_2023,Regulation Of Dendritic Spine Development (GO:0060998),1/21,0.0031468008242819,0.0206181411081528,0,0,499.425,2877.3716896348615,ARF6
Nsp15,GO_Biological_Process_2023,Negative Regulation Of Endocytosis (GO:0045806),1/33,0.0049420167963792,0.0206181411081528,0,0,311.953125,1656.4654076932638,ARF6
Nsp15,GO_Biological_Process_2023,Positive Regulation Of Cellular Metabolic Process (GO:0031325),1/56,0.0083768271762176,0.0206181411081528,0,0,181.29090909090908,866.9849864024002,RNF41
Nsp15,GO_Biological_Process_2023,Regulation Of Receptor-Mediated Endocytosis (GO:0048259),1/39,0.0058388170461227,0.0206181411081528,0,0,262.61842105263156,1350.7061704673467,ARF6
Nsp15,GO_Biological_Process_2023,Positive Regulation Of Actin Filament Polymerization (GO:0030838),1/41,0.0061376308005125,0.0206181411081528,0,0,249.4625,1270.5914609940403,ARF6
Nsp15,GO_Biological_Process_2023,Regulation Of Filopodium Assembly (GO:0051489),1/43,0.0064363847273157,0.0206181411081528,0,0,237.5595238095238,1198.6750596729298,ARF6
Nsp15,GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078),1/51,0.0076308022208955,0.0206181411081528,0,0,199.47,972.5284117534744,ARF6
Nsp15,GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Cell Periphery (GO:1904377),1/51,0.0076308022208955,0.0206181411081528,0,0,199.47,972.5284117534744,ARF6
Nsp15,GO_Biological_Process_2023,Nuclear Export (GO:0051168),1/49,0.0073322875730407,0.0206181411081528,0,0,207.80208333333337,1021.4444344646477,NUTF2
Nsp15,GO_Biological_Process_2023,Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379),1/48,0.0071830078183245,0.0206181411081528,0,0,212.2340425531915,1047.5951010155554,RNF41
Nsp15,GO_Biological_Process_2023,Regulation Of Cellular Metabolic Process (GO:0031323),1/45,0.006735078830116,0.0206181411081528,0,0,226.73863636363637,1133.7897191126328,RNF41
Nsp15,GO_Biological_Process_2023,Protein Localization To Cell Surface (GO:0034394),1/26,0.003895069234369,0.0206181411081528,0,0,399.44,2216.1106253087632,ARF6
Nsp15,GO_Biological_Process_2023,Vesicle-Mediated Transport To The Plasma Membrane (GO:0098876),1/83,0.0123989052957663,0.020858377632194,0,0,121.4329268292683,533.1084106979374,ARF6
Nsp15,GO_Biological_Process_2023,Establishment Of Protein Localization To Organelle (GO:0072594),1/85,0.0126964037761181,0.020858377632194,0,0,118.5297619047619,517.552677869987,NUTF2
Nsp15,Reactome_2022,Signaling By MET R-HSA-6806834,1/63,0.0094206342211661,0.0215328782198083,0,0,160.76612903225808,749.9503377031319,ARF6
Nsp15,GO_Biological_Process_2023,Positive Regulation Of Supramolecular Fiber Organization (GO:1902905),1/96,0.0143315779013052,0.0219750861153347,0,0,104.74736842105264,444.682948504716,ARF6
Nsp15,GO_Biological_Process_2023,Positive Regulation Of Epithelial Cell Migration (GO:0010634),1/95,0.0141830003471832,0.0219750861153347,0,0,105.86702127659576,450.5394671189797,ARF6
Nsp15,GO_Biological_Process_2023,Positive Regulation Of Protein Catabolic Process (GO:0045732),1/92,0.0137371781268083,0.0219750861153347,0,0,109.37362637362638,468.95576237961774,RNF41
Nsp15,GO_Biological_Process_2023,Protein Catabolic Process (GO:0030163),1/102,0.0152227298331673,0.0223482629465648,0,0,98.4950495049505,412.1983924062594,RNF41
Nsp15,GO_Biological_Process_2023,Regulation Of Protein Secretion (GO:0050708),1/102,0.0152227298331673,0.0223482629465648,0,0,98.4950495049505,412.1983924062594,ARF6
Nsp15,GO_Biological_Process_2023,Protein Localization To Nucleus (GO:0034504),1/122,0.0181893577110545,0.0256135853482197,0,0,82.13223140495867,329.097165436044,NUTF2
Nsp15,GO_Biological_Process_2023,Regulation Of Protein Catabolic Process (GO:0042176),1/122,0.0181893577110545,0.0256135853482197,0,0,82.13223140495867,329.097165436044,RNF41
Nsp15,GO_Biological_Process_2023,Negative Regulation Of Cell Motility (GO:2000146),1/133,0.0198184610920057,0.0270830510796713,0,0,75.24621212121212,295.05103733791884,RNF41
Nsp15,GO_Biological_Process_2023,Regulation Of Protein Kinase B Signaling (GO:0051896),1/136,0.0202624490989434,0.0270830510796713,0,0,73.56296296296296,286.8209556494532,RNF41
Nsp15,GO_Biological_Process_2023,Protein Localization To Organelle (GO:0033365),1/137,0.020410415306419,0.0270830510796713,0,0,73.01838235294117,284.1663654413698,ARF6
Nsp15,GO_Biological_Process_2023,Negative Regulation Of Cell Migration (GO:0030336),1/163,0.0242523103555676,0.0315737625383804,0,0,61.21913580246913,227.68886640394177,RNF41
Nsp15,GO_Biological_Process_2023,Endosomal Transport (GO:0016197),1/180,0.026758880297526,0.0341919026023943,0,0,55.357541899441344,200.4435082748767,ARF6
Nsp15,Reactome_2022,Rab Regulation Of Trafficking R-HSA-9007101,1/122,0.0181893577110545,0.0363787154221091,0,0,82.13223140495867,329.097165436044,ARF6
Nsp15,GO_Biological_Process_2023,Positive Regulation Of Protein Metabolic Process (GO:0051247),1/196,0.0291140806361967,0.0365249375254105,0,0,50.774358974358975,179.56521389723363,RNF41
Nsp15,KEGG_2021_Human,Salmonella infection,1/249,0.0368885400728529,0.0368885400728529,0,0,39.81653225806452,131.38875690703708,ARF6
Nsp15,KEGG_2021_Human,Fc gamma R-mediated phagocytosis,1/97,0.0144801405312483,0.0368885400728529,0,0,103.65104166666669,438.9597968541588,ARF6
Nsp15,KEGG_2021_Human,Yersinia infection,1/137,0.020410415306419,0.0368885400728529,0,0,73.01838235294117,284.1663654413698,ARF6
Nsp15,KEGG_2021_Human,Phospholipase D signaling pathway,1/148,0.0220370606188443,0.0368885400728529,0,0,67.51700680272108,257.57938413758654,ARF6
Nsp15,KEGG_2021_Human,Pathogenic Escherichia coli infection,1/197,0.0292611543756679,0.0368885400728529,0,0,50.51275510204081,178.38551337882342,ARF6
Nsp15,KEGG_2021_Human,Ras signaling pathway,1/232,0.0343993837807734,0.0368885400728529,0,0,42.78354978354978,144.16843911532118,ARF6
Nsp15,KEGG_2021_Human,Shigellosis,1/246,0.0364495883868695,0.0368885400728529,0,0,40.310204081632655,133.50034619304853,ARF6
Nsp15,GO_Biological_Process_2023,Regulation Of MAPK Cascade (GO:0043408),1/204,0.0302902547474784,0.0373219210281431,0,0,48.75369458128079,170.4882203194624,RNF41
Nsp15,Reactome_2022,Clathrin-mediated Endocytosis R-HSA-8856828,1/142,0.0211500229232129,0.0376000407523786,0,0,70.41134751773049,271.5142033166735,ARF6
Nsp15,GO_Biological_Process_2023,Proteasomal Protein Catabolic Process (GO:0010498),1/220,0.0326397527424558,0.0395112796356044,0,0,45.15525114155251,154.53139882231187,RNF41
Nsp15,GO_Biological_Process_2023,Protein Polyubiquitination (GO:0000209),1/226,0.0335198352152786,0.0398770453423142,0,0,43.937777777777775,149.1959055604995,RNF41
Nsp15,GO_Biological_Process_2023,Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),1/275,0.0406872054621163,0.0475833419811191,0,0,35.99087591240876,115.23708364717754,ARF6
Nsp2,GO_Biological_Process_2023,Negative Regulation Of Amide Metabolic Process (GO:0034249),2/93,0.0004424317906880565,0.0118976025143486,0,0,87.48131868131868,675.6378419258923,EIF4E2;GIGYF2
Nsp2,GO_Biological_Process_2023,Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558),2/98,0.0004911466072573523,0.0118976025143486,0,0,82.90416666666667,631.6276025840689,EIF4E2;GIGYF2
Nsp2,GO_Biological_Process_2023,Negative Regulation Of Translation (GO:0017148),2/107,0.0005851279925089499,0.0118976025143486,0,0,75.76380952380953,563.9615494372057,EIF4E2;GIGYF2
Nsp2,GO_Biological_Process_2023,Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),2/137,0.000956414098463136,0.01341810773946,0,0,58.83851851851852,409.0641844315812,EIF4E2;GIGYF2
Nsp2,GO_Biological_Process_2023,Negative Regulation Of Protein Metabolic Process (GO:0051248),2/147,0.001099844896677,0.01341810773946,0,0,54.753103448275866,373.0102321483181,EIF4E2;GIGYF2
Nsp2,GO_Biological_Process_2023,Negative Regulation Of Endoplasmic Reticulum Calcium Ion Concentration (GO:0032471),1/5,0.0017489165149326,0.0159930408615484,0,0,832.875,5287.722499803602,RAP1GDS1
Nsp2,GO_Biological_Process_2023,Regulation Of Translation (GO:0006417),2/202,0.0020616609196503,0.0159930408615484,0,0,39.586,244.8094572280866,EIF4E2;GIGYF2
Nsp2,GO_Biological_Process_2023,Very Long-Chain Fatty Acid Catabolic Process (GO:0042760),1/6,0.0020983872819732,0.0159930408615484,0,0,666.2666666666667,4108.590825691207,SLC27A2
Nsp2,GO_Biological_Process_2023,Fatty Acid Alpha-Oxidation (GO:0001561),1/7,0.0024477534600423,0.0159930408615484,0,0,555.1944444444445,3338.1535834228603,SLC27A2
Nsp2,GO_Biological_Process_2023,Positive Regulation Of Mitochondrial Calcium Ion Concentration (GO:0051561),1/8,0.002797015027105,0.0159930408615484,0,0,475.8571428571428,2797.6605002155425,RAP1GDS1
Nsp2,GO_Biological_Process_2023,Lipid Import Into Cell (GO:0140354),1/9,0.0031461719727636,0.0159930408615484,0,0,416.3541666666667,2398.8531813702,SLC27A2
Nsp2,GO_Biological_Process_2023,Long-Chain Fatty Acid Import Into Cell (GO:0044539),1/9,0.0031461719727636,0.0159930408615484,0,0,416.3541666666667,2398.8531813702,SLC27A2
Nsp2,GO_Biological_Process_2023,Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0048009),1/10,0.0034952242970889,0.0164006678555714,0,0,370.0740740740741,2093.271349114512,GIGYF2
Nsp2,GO_Biological_Process_2023,miRNA-mediated Gene Silencing By Inhibition Of Translation (GO:0035278),1/14,0.0048903875335643,0.0165729799748571,0,0,256.15384615384613,1362.8623704331803,EIF4E2
Nsp2,GO_Biological_Process_2023,acyl-CoA Biosynthetic Process (GO:0071616),1/13,0.0045417536091676,0.0165729799748571,0,0,277.5138888888889,1497.032601111507,SLC27A2
Nsp2,GO_Biological_Process_2023,Electron Transport Chain (GO:0022900),1/14,0.0048903875335643,0.0165729799748571,0,0,256.15384615384613,1362.8623704331803,POR
Nsp2,GO_Biological_Process_2023,Post-Transcriptional Gene Silencing (GO:0016441),1/11,0.0038441720045859,0.0165729799748571,0,0,333.05,1852.1566750462312,GIGYF2
Nsp2,GO_Biological_Process_2023,Regulation Of Monooxygenase Activity (GO:0032768),1/12,0.0041930151049605,0.0165729799748571,0,0,302.75757575757575,1657.3964565725007,POR
Nsp2,Reactome_2022,RHOT2 GTPase Cycle R-HSA-9013419,1/7,0.0024477534600423,0.0174813439194066,0,0,555.1944444444445,3338.1535834228603,RAP1GDS1
Nsp2,Reactome_2022,Miro GTPase Cycle R-HSA-9715370,1/8,0.002797015027105,0.0174813439194066,0,0,475.8571428571428,2797.6605002155425,RAP1GDS1
Nsp2,Reactome_2022,RHOT1 GTPase Cycle R-HSA-9013425,1/5,0.0017489165149326,0.0174813439194066,0,0,832.875,5287.722499803602,RAP1GDS1
Nsp2,Reactome_2022,Alpha-oxidation Of Phytanate R-HSA-389599,1/6,0.0020983872819732,0.0174813439194066,0,0,666.2666666666667,4108.590825691207,SLC27A2
Nsp2,GO_Biological_Process_2023,Negative Regulation Of Gene Expression (GO:0010629),2/336,0.0055887229632515,0.0179427421451759,0,0,23.5437125748503,122.12134232228642,EIF4E2;GIGYF2
Nsp2,GO_Biological_Process_2023,Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469),1/20,0.0069799958941807,0.0184338834793675,0,0,175.21052631578948,869.8689177892479,RAP1GDS1
Nsp2,GO_Biological_Process_2023,Mitochondrial Calcium Ion Homeostasis (GO:0051560),1/21,0.0073278982772855,0.0184338834793675,0,0,166.44166666666666,818.2383072102982,RAP1GDS1
Nsp2,GO_Biological_Process_2023,Positive Regulation Of Oxidoreductase Activity (GO:0051353),1/23,0.0080233898041786,0.0184338834793675,0,0,151.29545454545453,730.0602205833903,POR
Nsp2,GO_Biological_Process_2023,Long-Chain Fatty Acid Transport (GO:0015909),1/23,0.0080233898041786,0.0184338834793675,0,0,151.29545454545453,730.0602205833903,SLC27A2
Nsp2,GO_Biological_Process_2023,fatty-acyl-CoA Metabolic Process (GO:0035337),1/18,0.0062838777740325,0.0184338834793675,0,0,195.84313725490196,992.8792720611536,SLC27A2
Nsp2,GO_Biological_Process_2023,Bile Acid Biosynthetic Process (GO:0006699),1/25,0.0087184638276748,0.0184338834793675,0,0,138.67361111111111,657.6335609979999,SLC27A2
Nsp2,GO_Biological_Process_2023,fatty-acyl-CoA Biosynthetic Process (GO:0046949),1/25,0.0087184638276748,0.0184338834793675,0,0,138.67361111111111,657.6335609979999,SLC27A2
Nsp2,GO_Biological_Process_2023,miRNA-mediated Gene Silencing (GO:0035195),1/26,0.0090658443341152,0.0184338834793675,0,0,133.12,626.0954814439701,EIF4E2
Nsp2,GO_Biological_Process_2023,Positive Regulation Of Monooxygenase Activity (GO:0032770),1/26,0.0090658443341152,0.0184338834793675,0,0,133.12,626.0954814439701,POR
Nsp2,GO_Biological_Process_2023,RNA Destabilization (GO:0050779),1/19,0.006631989066781,0.0184338834793675,0,0,184.9537037037037,927.7001289942034,GIGYF2
Nsp2,GO_Biological_Process_2023,Regulation Of Actin Nucleation (GO:0051125),1/24,0.0083709789916443,0.0184338834793675,0,0,144.71014492753622,692.1463710595567,WASHC4
Nsp2,GO_Biological_Process_2023,Fatty Acid Derivative Biosynthetic Process (GO:1901570),1/28,0.009760292455613,0.0192057367674966,0,0,123.24691358024693,570.5633183132499,SLC27A2
Nsp2,GO_Biological_Process_2023,Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:0034315),1/30,0.0104543235506301,0.0199285542683886,0,0,114.73563218390804,523.2793468811269,WASHC4
Nsp2,GO_Biological_Process_2023,Bile Acid Metabolic Process (GO:0008206),1/31,0.0108011827726926,0.0199658227010379,0,0,110.90555555555557,502.1914056148727,SLC27A2
Nsp2,GO_Biological_Process_2023,Very Long-Chain Fatty Acid Metabolic Process (GO:0000038),1/32,0.0111479378107245,0.0200007119545352,0,0,107.3225806451613,482.57606413668,SLC27A2
Nsp2,Reactome_2022,Synthesis Of Bile Acids And Bile Salts Via 24-Hydroxycholesterol R-HSA-193775,1/14,0.0048903875335643,0.0244519376678219,0,0,256.15384615384613,1362.8623704331803,SLC27A2
Nsp2,GO_Biological_Process_2023,mRNA Destabilization (GO:0061157),1/43,0.0149553741881686,0.0253410507077301,0,0,79.17063492063492,332.7292054829482,GIGYF2
Nsp2,GO_Biological_Process_2023,Organic Hydroxy Compound Biosynthetic Process (GO:1901617),1/42,0.0146097635321501,0.0253410507077301,0,0,81.10569105691057,342.7579416357621,SLC27A2
Nsp2,GO_Biological_Process_2023,Positive Regulation Of mRNA Catabolic Process (GO:0061014),1/45,0.0156462838746998,0.025795224766397,0,0,75.56439393939394,314.1606183022885,GIGYF2
Nsp2,GO_Biological_Process_2023,Nuclear Export (GO:0051168),1/49,0.0170268574512903,0.0258457616699346,0,0,69.25347222222223,282.06685294018627,WASHC4
Nsp2,GO_Biological_Process_2023,Fatty Acid Beta-Oxidation (GO:0006635),1/49,0.0170268574512903,0.0258457616699346,0,0,69.25347222222223,282.06685294018627,SLC27A2
Nsp2,GO_Biological_Process_2023,Steroid Biosynthetic Process (GO:0006694),1/50,0.0173717414502839,0.0258457616699346,0,0,67.83673469387755,274.9362107684438,SLC27A2
Nsp2,GO_Biological_Process_2023,Regulation Of Mitochondrion Organization (GO:0010821),1/50,0.0173717414502839,0.0258457616699346,0,0,67.83673469387755,274.9362107684438,RAP1GDS1
Nsp2,GO_Biological_Process_2023,Fatty Acid Oxidation (GO:0019395),1/52,0.0180611983617244,0.026110512804494,0,0,65.16993464052288,261.5914254592524,SLC27A2
Nsp2,GO_Biological_Process_2023,Endosome Organization (GO:0007032),1/53,0.0184057713212007,0.026110512804494,0,0,63.91346153846154,255.34009527710208,WASHC4
Nsp2,GO_Biological_Process_2023,Post-Transcriptional Regulation Of Gene Expression (GO:0010608),1/57,0.0197830271154541,0.0274264694100614,0,0,59.336309523809526,232.7722436237054,GIGYF2
Nsp2,GO_Biological_Process_2023,Fatty Acid Catabolic Process (GO:0009062),1/61,0.0211586264750493,0.0286816936661779,0,0,55.36944444444445,213.4883869485878,SLC27A2
Nsp2,GO_Biological_Process_2023,Monocarboxylic Acid Biosynthetic Process (GO:0072330),1/65,0.0225325710338771,0.0298801485449241,0,0,51.8984375,196.84005200040264,SLC27A2
Nsp2,GO_Biological_Process_2023,Regulation Of mRNA Stability (GO:0043488),1/74,0.0256179044155202,0.0332487695605688,0,0,45.47945205479452,166.65780482203337,GIGYF2
Nsp2,GO_Biological_Process_2023,Long-Chain Fatty Acid Metabolic Process (GO:0001676),1/78,0.026986482201804,0.0342953211314592,0,0,43.108225108225106,155.72497995291064,SLC27A2
Nsp2,Reactome_2022,Synthesis Of Bile Acids And Bile Salts Via 7Alpha-Hydroxycholesterol R-HSA-193368,1/24,0.0083709789916443,0.0348790791318512,0,0,144.71014492753622,692.1463710595567,SLC27A2
Nsp2,Reactome_2022,Synthesis Of Bile Acids And Bile Salts R-HSA-192105,1/34,0.011841135434323,0.0357781975201362,0,0,100.8080808080808,447.2023640851642,SLC27A2
Nsp2,Reactome_2022,Fatty acyl-CoA Biosynthesis R-HSA-75105,1/37,0.012880151107249,0.0357781975201362,0,0,92.39351851851852,402.10285931653846,SLC27A2
Nsp2,Reactome_2022,Peroxisomal Lipid Metabolism R-HSA-390918,1/29,0.0101073601190722,0.0357781975201362,0,0,118.83928571428572,546.0060757050519,SLC27A2
Nsp2,Reactome_2022,Bile Acid And Bile Salt Metabolism R-HSA-194068,1/45,0.0156462838746998,0.0391157096867496,0,0,75.56439393939394,314.1606183022885,SLC27A2
Nsp2,GO_Biological_Process_2023,Vesicle Organization (GO:0016050),1/94,0.0324443315283112,0.0403898821066731,0,0,35.66308243727599,122.26123249735372,WASHC4
Nsp2,GO_Biological_Process_2023,Regulation Of Organelle Organization (GO:0033043),1/100,0.0344842492004146,0.0420707840245058,0,0,33.49158249158249,112.77461836050252,RAP1GDS1
Nsp2,GO_Biological_Process_2023,Protein Maturation (GO:0051604),1/117,0.0402440103089784,0.0481349927225035,0,0,28.558908045977013,91.7538912265917,RAP1GDS1
